name,Gestellt am,Typ,Bearbeitungsfrist,Aktuelle Fristverlängerung,Art,Status,Gestellt von,Zuständiges Referat,Erledigt am,document_link,document_content
StR-Antrag 20-26 / A 04778 Gesundheitskioske retten – München setzt sich für zusätzliche Gesundheitsversorgung in den Vierte...,2024-04-19,Antrag,19.10.2024,,Öffentlicher Vorgang,Erledigt,Die Linke / Die PARTEI Stadtratsfraktion München,Gesundheitsreferat,09.09.2024,https://risi.muenchen.de/risi/./dokument/v/8390004,"An den Oberbürgermeister 
Herr Dieter Reiter  
80331 München 
  
 
 
Stadtratsfraktion  
Die Linke / Die PARTEI 
dielinke-diepartei@muenchen.de 
Telefon: 089/233-25 235 
Rathaus, 80331 München 
München, 19. April 2024 
Antrag  
 
Gesundheitskioske retten – München setzt sich für zusätzliche Gesundheitsversorgung in den 
Vierteln ein! 
 
Das Gesundheitsreferat wird beauftragt, sich bei der Bundesregierung, beim Deutschen Städtetag, 
sowie bei den Abgeordneten des Gesundheitsausschusses des Deutschen Bundestages dafür 
einzusetzen, dass im parlamentarischen Verfahren des „Gesundheitsversorgungsstärkungsgesetz“ die 
Gesundheitskioske wieder aufgenommen werden.  
 
Begründung 
Nach Medienberichten sieht der aktuelle Entwurf des „Gesundheitsversorgungsstärkungsgesetz“ der 
Bundesregierung entgegen der Planung für Gesundheitskioske keine Überführung in die 
Regelversorgung vor. Die ursprüngliche Idee, dass gerade für unterversorgte Gebiete und / oder 
Gebiete in sozial benachteiligten Regionen / Stadtvierteln Gesundheitskioske als Ergänzung der 
hausärztlichen Versorgung auf Antrag der Kommunen etabliert werden können, droht vom Tisch zu 
sein. Die Kioske ersetzen keine Mediziner*innen, aber sie bieten einen niedrigschwelligen und vor 
allem einen wohnortnahen Zugang zur Gesundheitsversorgung. 
 
Gerade für München wäre die Weiterentwicklung der GesundheitsTreffs zu Gesundheitskiosken ein 
weiterer wichtiger Bestandteil zur Verbesserung der Versorgung gewesen. Insbesondere mit Blick auf 
die Finanzierung. Das ursprüngliche Konzept des Bundesgesundheitsministeriums sah vor, dass die 
gesetzliche Krankenversicherung mit 74,5 Prozent und auch die privaten Krankenversicherungen 
anteilig mit 5,5 Prozent beteiligt werden. Bei den Kommunen wären nur noch 20 Prozent der 
Finanzierung geblieben. Die GesundheitsTreffs in München werden derzeit zu 100% aus kommunalen 
Mitteln finanziert.  
 
Initiative:  
Stadtrat Stefan Jagel 
Gezeichnet:  
Stadträtin Marie Burneleit   
Stadträtin Brigitte Wolf 
Stadtrat Thomas Lechner 
 "
StR-Antrag 20-26 / A 04779 Schneller und effektiver Wohnungen realisieren: Bebauungspläne statt SEM-Endlos-Planungen,2024-04-19,Antrag,19.10.2024,,Öffentlicher Vorgang,Erledigt,"Herr StR Manuel Pretzl, Frau StRin Heike Kainz, Herr StR Winfried Kaum, Herr StR Alexander Reissl, Herr StR Andreas Babor, Frau StRin Veronika Mirlach, Herr StR Leo Agerer, Herr StR Hans-Peter Mehling",Referat für Stadtplanung und Bauordnung,23.10.2024,https://risi.muenchen.de/risi/./dokument/v/8390080," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu -fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
Antrag 
 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
19.04.2024 
Schneller und effektiver Wohnungen realisieren:  
Bebauungspläne statt SEM-Endlos-Planungen 
 
Die Landeshauptstadt München (LHM) beendet mit sofortiger Wirkung alle Planungen, 
Beteiligungen, Vergaben und ähnliche s zu den beiden s tädtebaulichen 
Entwicklungsmaßnahmen (SEM) im Münchner Norden sowie im Münchner Nordosten. Die 
Stadtentwicklung der jeweiligen Gebiete  wird stattdessen mit kleineren örtlichen 
Bebauungsplänen, unter Einbeziehung der Grundbesitzer  und aller anderen Betroffenen  vor 
Ort, schneller und effektiver vorangetrieben. Analog den Regelungen  der Sozial gerechten 
Bodennutzung 2017 (SoBoN) sollen 40 % der zu bauenden Wohnungen preisgedämpft errichtet 
werden. Dabei muss sichergestellt sein, dass die notwendige verkehrliche, schulische, und 
soziale Infrastruktur zur Fertigstellung der Wohnbebauung entsprechend entwickelt ist.  
 
Begründung 
 
Die SEM im Münchner Nordosten mäandert nunmehr seit 16 Jahren durch den Münchner 
Stadtrat und die Münchner Stadtverwaltung ( Einleitungsbeschluss im Jahr 2008), die SEM im 
Münchner Norden inzwischen auch schon seit sechs Jahren (Grundsatzbeschluss im Jahr 2018). 
Vor Mitte der 2030er -Jahre dürfte  damit im Nordosten selbst im besten Fall kein Gebäude 
gebaut sein1, analog wird dies für den Norden nicht vor Mitte der 2040er -Jahre der Fall sein.  
Angesichts der drückenden Wohnungsnot in München müssen auf eigenen Flächen endlich 
freifinanzierte und preisgedämpfte Wohnungen gebaut werden. Die Bebauung darf nicht durch 
Endlos-Planungen auf den Sankt-Nimmerleinstag aufgeschoben werden. 
Anstelle von Großprojekten eignen sich hierfür stattdessen Bebauungen bzw. Bebauungspläne 
im kleineren Stil, bei denen die Grundbesitzer und alle anderen Betroffenen vor Ort und ihr 
Knowhow mit eingebunden werden.  
 
Manuel Pretzl (Initiative) Heike Kainz  Winfried Kaum  Alexander Reissl 
Fraktionsvorsitzender  Stadträtin  Stadtrat  Stadtrat 
 
Andreas Babor   Veronika Mirlach Leo Agerer  Hans-Peter Mehling 
Stadtrat   Stadträtin  Stadtrat  Stadtrat 
 
1 https://stadt.muenchen.de/infos/zukunftsquartier-muenchner-nordosten.html „Wie ist der Zeitplan?“ 
"
StR-Antrag 20-26 / F 00918 Berichte über falsche Anschuldigungen: Wie bearbeitet die Stadtverwaltung Meldungen und Beschwerd...,2024-04-19,Anfrage,31.05.2024,14.06.2024,Öffentlicher Vorgang,Erledigt,Frau StRin Dr. Evelyne Menges,Kreisverwaltungsreferat,26.06.2024,https://risi.muenchen.de/risi/./dokument/v/8390144," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
4. Wie ist das Zusammenwirken zwischen Sicherheitsbehörden, KVR und Stad tkämmerei 
bei der Bearbeitung von Meldungen und Beschwerden?  
5. Wie kann jemand der keinen Hund angemeldet hat , einen Hundesteuerbescheid 
bekommen, ohne dass zuvor geprüft wurde, ob er tatsächlich Halter eines Hundes ist? 
 
Dr. Evelyne Menges 
Stv. Fraktionsvorsitzende "
StR-Antrag 20-26 / F 00917 Was kommt auf das Kreisverwaltungsreferat durch das „Gesetz über die Selbstbestimmung in Bezug au...,2024-04-19,Anfrage,31.05.2024,31.10.2024,Öffentlicher Vorgang,Erledigt,Frau StRin Dr. Evelyne Menges,Kreisverwaltungsreferat,21.11.2024,https://risi.muenchen.de/risi/./dokument/v/8390038," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
6. Da unter engen Voraussetzungen auch Ausländer im Sinne von § 1 Abs. 3 SBGG ihr 
Geschlecht und/oder Vornamen ändern können, ist auch die Ausländerbehörde von den 
neuen Aufgaben betroffen. Wie wirkt sich das hier aus? 
7. Wie prüft die Stadtverwaltung sowie das Polizeipräsidium die nun eröffnete Möglichkeit 
der grundsätzlichen Identitätsverschleierung durch Personen, die dieses Gesetz aus 
unlauteren Gründen ausnützen wollen, ohne dass die personenbezogenen Daten bei 
einem Geschlechts- und Namenswechsel an die Sicherheitsbehörden weitergeleitet 
werden? 
8. Wie prüft die Stadtverwaltung sowie das Polizeipräsidium die nun eröffnete 
Möglichkeit, dass ein Ausländer, der seinen gewöhnlichen Aufenthalt im Inland hat oder 
ein Doppelstaatler, die beide nach deutschem Recht ein anderes Geschlecht oder 
Namen wählen können, was ihnen nach dem Recht ihres eigenen Staates bzw. anderen 
Staates verwehrt ist, die Zuordnung zur Personenidentität ein und derselben Person? 
Wie wird in diesen Fällen sichergestellt, dass durch diese über die nationale Ebene 
hinaus gehende Wahl ein Missbrauch möglichst unterbunden wird? 
 
 
 
Dr. Evelyne Menges 
Stv. Fraktionsvorsitzende "
StR-Antrag 20-26 / A 04781 Salafistentreffen in Freimann - Kein Raum dem Islamismus!,2024-04-23,Dringlichkeitsantrag,23.10.2024,,Öffentlicher Vorgang,Erledigt,AfD,Kreisverwaltungsreferat,04.12.2024,https://risi.muenchen.de/risi/./dokument/v/8396357," 
 
Dringlichkeitsantrag zur Vollversammlung 
am 24.04.2024 
 
 AfD-Stadtratsgruppe, Marienplatz 8, 80331 München Seite 1 von 1 
Herrn Oberbürgermeister Dieter Reiter 
Rathaus 
80331 München München, 23.04.2024 
 
 
Salafistentreffen in Freimann - Kein Raum dem Islamismus! 
 
Der Stadtrat möge beschließen: 
Der Münchner Stadtrat verurteilt  die Durchführung eines für den 09. Mai geplanten Treffens  (Titel: 
„Islamische Vortragsreihe“) radikaler Muslime und Salafisten in Freimann und stellt fest, dass islamis-
tische Veranstaltungen in der bayerischen Landeshauptstadt unerwünscht sind.  
Die Stadtverwaltung und das Polizeipräsidium München berichten dem Stadtrat seit wann man Kennt-
nis von besagter Veranstaltung hat, welche möglichen Implikationen für die öffentliche Sicherheit da-
mit verbunden sind und welche Maßnahmen man mit Bezug auf diese und kommende Veranstaltun-
gen dieser Art zu ergreifen gedenkt. 
Begründung: 
Am Donnerstag, den 09. Mai findet im Veranstaltungssaal ""Kral Event"" unter dem Motto „Islamische 
Vortragsreihe“ ein Treffen radikaler Muslime und Salafisten in Freimann statt. Es wird mit Besuchern 
im dreistelligen Bereich gerechnet.1 
Laut Medienberichten handelt es sich bei den Rednern um eine bunte Mischung aus Christen - und 
Israel-Hassern, Personen mit Kontakten zu Terroristen – was im Falle des Münchner Ahmad Al-Khalifa 
bereits zu Ermittlungen führte – und bekannten Salafisten. Zu nennen sind etwa der Prediger Moha-
mad Gintasi aus Wuppertal, der aufgrund seiner extremistischen Verbindungen sich nicht einbürgern 
lassen konnte oder der Frankfurter Prediger Said Khobaib Sadat, für den es für Juden und Christen nur 
einen Platz in der Hölle geben könne.2 
Die Veranstaltung mag in diesem Fall rechtlich wohl hinzunehmen sein, dennoch erscheint es ange-
bracht, ein Zeichen seitens der Landeshauptstadt zu setzen, dass der dort verbreitete Geist in München 
nicht willkommen ist. 
Ferner verdienen die Bewohner der Stadtteile Freimann und Am Hart Aufklärung, ob von der Veran-
staltung ggf. ein Sicherheitsrisiko ausgeht und wie die lokalen Sicherheitsbehörden damit umgehen. 
Initiative: 
Iris Wassill Markus Walbrunn Daniel Stanke 
ea. Stadträtin ea. Stadtrat ea. Stadtrat 
 
                                                             
1 https://www.t-online.de/region/muenchen/id_100386992/muenchen-salafisten-treffen-im-mai-geplant-
behoerden-sind-alarmiert.html 
2 https://www.tichyseinblick.de/daili-es-sentials/muenchen-salafisten-treffen/ "
"StR-Antrag 20-26 / A 04784 Erlass einer Verordnung der Landeshauptstadt München über das Verbot des
Verzehrs und des Mitfüh...",2024-04-23,Änderungsantrag,23.04.2024,,Öffentlicher Vorgang,Erledigt,"SPD / Volt - Fraktion, Fraktion Die Grünen - Rosa Liste",Kreisverwaltungsreferat,23.04.2024,https://risi.muenchen.de/risi/./dokument/v/8398099," 
Herrn 
Oberbürgermeister 
Dieter Reiter 
Rathaus 
 
Beschluss Kreisverwaltungsausschuss am 23.04.2024 
Erlass einer Verordnung der Landeshauptstadt München über das Verbot des 
Verzehrs und des Mitführens alkoholischer Getränke auf öffentlichen Flächen im 
Bereich des Hauptbahnhofs 
 
 
ÄNDERUNGS-/ERGÄNZUNGSANTRAG ZU TOP 2 IN ÖFFENTLICHER SITZUNG 
SITZUNGSVORLAGE 20 – 26 / V 12126 
 
Ziff. 1 Wie im Antrag der ReferenƟn. 
Ziff. 2 neu Das Kreisverwaltungsreferat wird beauŌragt, den Stadtrat spätestens im 2. 
Quartal 2025 mit der weiteren Entwicklung der Sicherheitslage am 
Hauptbahnhof und der ggf. entstehenden Notwendigkeit zusätzlicher 
Maßnahmen zu befassen, die vom operaƟven Runden Tisch und der 
geplanten Task-Force empfohlen werden. 
Ziff. 3 
geändert 
(ehem. Ziff. 2) 
Der Beschluss unterliegt nicht der Beschlussvollzugskontrolle. 
 
  
 
SPD/Volt-Fraktion    Fraktion Die Grünen – Rosa Liste  
Christian Vorländer    Christian Smolka  
Cumali Naz     Anja Berger 
Andreas Schuster    Delija Balidemaj 
Micky Wenngatz    Gudrun Lux 
Lena Odell     Thomas Niederbühl 
       
 
Mitglieder des Stadtrates    Mitglieder des Stadtrates  
 "
"StR-Antrag 20-26 / A 04782 Dringlichkeitsantrag zur Behandlung in der Vollversammlung am 24.04.2024: 
Verschiebung der Info...",2024-04-23,Dringlichkeitsantrag,23.10.2024,,Öffentlicher Vorgang,Zurückgezogen,Fraktion ÖDP/München-Liste,Referat für Stadtplanung und Bauordnung,,https://risi.muenchen.de/risi/./dokument/v/8398743,"Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) Rathaus, 
Marienplatz 8 ● Zimmer 116 -118 ● 80331 München  
● E-Mail: oedp-ml-fraktion@muechen.de   
● Telefon: 089 / 233 - 26922 
Am Sitzungstag wurde der BA 24 über die Veranstaltung informiert, die gut zwei 
Wochen später, deutlich vor der nächsten BA-Sitzung stattfindet. Somit wurde dem 
BA jede Form der Stellungnahme und Mitwirkung genommen. 
 
4. Zeitpunkt der Veranstaltung sowie Zeitraum der Vorankündigung 
 
Der 1. Mai ist ein Feiertag und bietet für viele die Möglichkeit für ein verlängertes 
Wochenende zu verreisen, u.a. nützen dies auch BA-Mitglieder. Sowohl Zeitpunkt als 
auch die kurzfristige Vorankündigung reduziert den Kreis der Teilnehmenden 
deutlich. 
 
5. Einbindung von Öffentlichkeit, Vereinen und Organisationen 
 
Im Vorfeld gab es, analog zum BA, keine Möglichkeit sich in irgendeiner Form an 
diesem Format zu beteiligen. Müsste nicht auch der BA und die Öffentlichkeit 
Möglichkeiten haben sich mit Reden, Ständen und Informationsmaterial an diesen 
Formaten, auch in einem frühen Stadium zu beteiligen? 
 
6. Die Landeshauptstadt München zahlt der Agentur Urban Things PR einen extrem 
hohen Betrag, um die Bevölkerung positiv auf eine SEM einzustimmen. 
 
Bei diesem Betrag dürfte man eine professionelle Organisation erwarten. 
 
Organisatorisch ist die Planung dieser Veranstaltungen eine Katastrophe. 
Zeitpunkt der Veranstaltung, Zeitpunkt der Vorankündigung der Veranstaltungen, 
rechtzeitige Zusendung einer abgestimmten Agenda, fehlende Beteiligung des BAs, 
der Öffentlichkeit und der Eigentümer erfordern eine Verschiebung. 
 
 
  
  
Initiative:  
Dirk Höpner, Stadtrat  
Tobias Ruff, Fraktionsvorsitzender  
Sonja Haider, stellv. Fraktionsvorsitzende  
Nicola Holtmann, Stadträtin   "
StR-Antrag 20-26 / A 04780 Den Naturschutz in München stärken: Bessere Einbindung von Verbänden in städtische Planungsvorhaben!,2024-04-23,Antrag,23.10.2024,30.04.2025,Öffentlicher Vorgang,Erledigt,Fraktion Die Grünen - Rosa Liste,Referat für Stadtplanung und Bauordnung,25.04.2025,https://risi.muenchen.de/risi/./dokument/v/8395416,"Wenn ökologische Belange eine stärkere Verankerung finden, verhindert dies 
spätere Konflikte und beugt ggf. auch juristischen Auseinandersetzungen vor. 
Deshalb ist eine frühestmögliche Einbindung essenziell, um Verfahren nicht zu 
verzögern. Denn eine gute Integration dieser externen Expertise stellt einen 
bedeutenden Beitrag für eine ganzheitliche Stadtentwicklung dar, die auch der 
grünen Infrastruktur Rechnung trägt. In der Vergangenheit scheiterte eine solche 
Integration häufig an einer unzureichenden Weitergabe von Informationen und 
Beteiligung der Naturschutzverbände. Eine bessere und vor allem frühzeitigere 
Einbindung von Naturschutzverbänden ist auch eine Stärkung der 
Öffentlichkeitsbeteiligung und sorgt somit einen größeren Rückhalt bei den 
Münchnern Bürger*innen erzeugt. Ebenso trägt sie dazu bei, dem Stadtrat eine 
möglichst breite Entscheidungsgrundlage zur Verfügung zu stellen. Ein 
differenziertes und institutionalisiertes Vorgehen soll daher möglichst für alle Arten 
von Planungen gelten, die im Verantwortungsbereich des Stadtrates liegen.
Fraktion Die Grünen – Rosa Liste 
Initiative:
Mona Fuchs
Florian Schönemann
Ursula Harper
Anna Hanusch
Gunda Krauss
Dr. Florian Roth
Mitglieder des Stadtrates"
StR-Antrag 20-26 / F 00919 Personaluntergrenzen für Pflegepersonal im Zuständigkeitsbereich der Münchner Kliniken,2024-04-23,Anfrage,04.06.2024,,Öffentlicher Vorgang,Erledigt,AfD,Gesundheitsreferat,11.07.2024,https://risi.muenchen.de/risi/./dokument/v/8394726," 
 
Anfrage 
 
 
 AfD-Stadtratsgruppe, Marienplatz 8, 80331 München Seite 1 von 1 
Herrn Oberbürgermeister Dieter Reiter 
Rathaus  
80331 München München, 22.04.2024 
 
 
Personaluntergrenzen für Pflegepersonal im Zuständigkeitsbereich der München Klinken 
 
Gemäß den Vorgaben des Bundesgesundheitsministeriums sind in den einzelnen klinischen 
Fachbereichen Personaluntergrenzen für Pflegepersonal vorgegeben1. Allerdings zeigt die Praxis, 
dass vorgegebene Personaluntergrenzen z.B. auf kardiologischen Stationen (Nachtdienst mit einer 
Pflegekraft für 22 Patienten) oft über die Grenzen der der physischen und psychischen Belastbarkeit 
des Personals hinausgehen. So finden sich dort häufig postoperative, überwachungspflichtige, 
demente oder moribunde Patienten auf einer Station gemeinsam wieder. Insgesamt gefährdet dies 
die Sicherheit der Patientenversorgung und führt zudem zu einer psychischen und physischen 
Überlastung des Pflegepersonals. 
 
Der Oberbürgermeister wird gebeten, folgende Fragen zu beantworten: 
 
1. Wo liegen die dokumentierten Durchschnittswerte der einzelnen Stationen bzgl. der 
jeweiligen Personaluntergrenzen? 
2. Haben die Wirtschaftsprüfer diese Werte für die Jahre 2021 bis 2023 zertifiziert? 
3. In welcher Höhe gab es Vergütungsabschläge aus Nichteinhalten von Personaluntergrenzen 
in den Jahren 2021 bis 2023? 
4. Gibt es ein Personalkontingent („Springer“) für Notfälle? 
5. Inwieweit werden Pflegehelfer und/oder Reinigungskräfte zur Unterstützung der 
Vollzeitpflegekräfte eingesetzt? 
6. Wäre es nicht sinnvoller, zusätzliche Gelder für die Erhöhung der Patientensicherheit 
freizumachen, z.B. durch Streichung…: 
- der „Fachstelle für Demokratie“? 
- der Mittel für das „a.i.d.a.-Archiv“? 
- der Mittel für das „Demokratiemobil“? 
- weiterer Maßnahmen und Projekte dieser Art? 
 
 
Initiative: 
Iris Wassill Markus Walbrunn Daniel Stanke 
ea. Stadträtin ea. Stadtrat ea. Stadtrat 
 
1 https://www.bundesgesundheitsministerium.de/themen/pflege/pflegepersonaluntergrenzen   "
StR-Antrag 20-26 / A 04783 Erlass einer Verordnung der Landeshauptstadt München über das Verbot des Verzehrs und des Mitführ...,2024-04-23,Änderungsantrag,23.04.2024,,Öffentlicher Vorgang,Erledigt,CSU mit FREIE WÄHLER,Kreisverwaltungsreferat,23.04.2024,https://risi.muenchen.de/risi/./dokument/v/8397957,"CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de
Änderungsantrag
Herrn Oberbürgermeister 
Dieter Reiter 
Marienplatz 8
80331 München
23. April 
2024
Änderungsantrag für die Sitzung des
 Kreisverwaltungsausschusses am 23.04.2024
TOP ö 2 
Erlass  einer  Verordnung  der  Landeshauptstadt  München  über  das 
Verbot des Verzehrs und des Mitführens alkoholischer Getränke auf  
öffentlichen Flächen im Bereich des Hauptbahnhofes
Sitzungsvorlage Nr. 20-26 / V 12126
Der Antrag der Referentin wird wie folgt ergänzt:
Ziffer 1
ergänzt
Die Verordnung der Landeshauptstadt München über das Verbot des Verzehrs und 
des Mitführens alkoholischer Getränke auf öffentlichen Flächen im Bereich des 
Hauptbahnhofes gemäß Anlage 5 wird beschlossen.
Der räumliche Geltungsbereich i. S. d. § 1 Abs. 1 der Verordnung wird  
entsprechend der Anregungen des Polizeipräsidiums München um den 
- Karl-Stützel-Platz, 
- den Alten Botanischen Garten sowie
- den sog. „Norkauer Platz“
ausgeweitet. 
Ziffer 2 
neu
Die  Stadtverwaltung  prüft,  ob  eine  Ausweitung  des  räumlichen  
Geltungsbereichs i. S. d.              § 1 Abs. 1 der Verordnung um folgende  
Gebiete sinnvoll ist:
- Pasinger Bahnhof
- Nußbaumpark
- Hohenzollernplatz
- Herzog-Wilhelm-Park
Ziffer 2 
alt
wird zu Ziffer 3 neu. 
Dr. Evelyne Menges Thomas Schmid Sabine Bär
Stadträtin Stadtrat Stadträtin
Michael Dzeba Jens Luther
Stadtrat Stadtrat
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München 
"
StR-Antrag 20-26 / F 00920 Drastischer Anstieg von Herzproblemen und Schlaganfallsymptomen,2024-04-23,Anfrage,04.06.2024,06.08.2024,Öffentlicher Vorgang,Erledigt,AfD,Kreisverwaltungsreferat,12.08.2024,https://risi.muenchen.de/risi/./dokument/v/8394735,"Anfrage
9. Wie verteilt sich das Ergebnis aus der Antwort der Ziff. 6 auf die Altersgruppen bis 10 Jahre, 
11- 20 Jahre, 21 – 30 Jahre, 31 bis 40 Jahre, 41 bis 65 Jahre und älter als 65 Jahre? Bitte auch 
hier die Jahre 2018 bis inklusive 2023 einzeln aufführen.
Initiative:
Iris Wassill Markus Walbrunn Daniel Stanke
ea. Stadträtin                                                   ea. Stadtrat                                                              ea. Stadtrat
AfD-Stadtratsgruppe, Marienplatz 8, 80331 München Seite 2 von 2"
"StR-Antrag 20-26 / A 04787 Luftreinhalteplanung
Umsetzung der Anpassung der 8. Fortschreibung des Luftreinhalteplans",2024-04-24,Änderungsantrag,24.04.2024,,Öffentlicher Vorgang,Erledigt,FDP BAYERNPARTEI Stadtratsfraktion,Referat für Klima- und Umweltschutz,24.04.2024,https://risi.muenchen.de/risi/./dokument/v/8400919," 
 
 
 
 
 
Änderungsantrag für die Vollversammlung am 24.04.2024 
 
TOP ö A 4:  
Luftreinhalteplanung 
Umsetzung der Anpassung der 8. Fortschreibung des Luftreinhalteplans 
 
Sitzungsvorlage 20-26 / V 12966 
 
 
Der Antrag der Referentin wird wie folgt geändert: 
 
Ziffer 1 und 2: wie Antrag der Referentin 
 
 
 
Ziffer 3 geändert: 
 
a) Durch die MVG wird eine neue Ringbuslinie auf dem Mittleren Ring als Angebot für 
Pendler eingerichtet, die folgende Haltestellen umfasst und miteinander verbindet: 
S7/S20 Heimeranplatz, S-Bahn Donnersbergerbrücke, Nymphenburgerstraße, Tram 
20/21 Olympiapark West / Dachauer Straße, U3/Tram 27/28 Petuelring, U6 Nord-
friedhof, Tram 16/17 Effner-Platz, U4 Böhmerwaldplatz oder Richard-Strauß-Straße, 
S-Bahn Leuchtenbergring, U2 Innsbrucker Ring, Chiemgaustraße, U1 St. Quirin-
Platz, Tegernseer Platz, U3 Brudermühlstraße, U6 Westpark. Dabei dürfen keine Hal-
testellen eingerichtet werden in Bereichen mit nur zwei Richtungsfahrspuren. Vorhan-
dene Einrichtungen von Haltestellen sollen so weit wie möglich genutzt werden. 
b) Die Stadt nimmt unverzüglich die weiteren Gespräche für den Abschluss einer Pla-
nungs- und Finanzierungsvereinbarung für eine Ring-S-Bahn auf, mit dem Ziel, bis 
2026 eine Planungs- und Finanzierungsplanung für die Vorplanung des Vorhabens 
zu erzielen.  
c) Das MOR und das Planungsreferat nehmen unverzüglich die stillgelegte Planung für 
den Landshuter-Allee-Tunnel wieder auf; eine phasenweise Umsetzung des Vorha-
bens inklusive Luftfilter mit Zeitplanung wird dem Stadtrat so schnell wie möglich vor-
gestellt.  
d) Dem Stadtrat wird schnellstmöglich dargestellt, woran der Ausbau der E-Ladesäulen 
in der Stadt bislang scheitert. 
e) Die Standorte der Geschwindigkeitskontrollen werden auch im Hinblick auf die Um-
weltverträglichkeit nochmal überprüft und adjustiert mit dem Ziel, einen möglichst 
durchgehenden, flüssigen und emissionsarmen Verkehrsfluss sicherzustellen. 
 
 
Ziffern 4 bis 11: wie Antrag der Referentin 
"
"StR-Antrag 20-26 / A 04785 Dringlichkeitsantrag zur Behandlung in der Vollversammlung am 24.04.2024
Klärung der Gesundheits...",2024-04-24,Dringlichkeitsantrag,24.10.2024,25.11.2024,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Kreisverwaltungsreferat,11.11.2024,https://risi.muenchen.de/risi/./dokument/v/8399698," 
 
Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116 -118 ● 80331 München 
● E-Mail: oedp-ml-fraktion@muechen.de ● Telefon: 089 / 233 - 26922  
 
 
 
 
 
 
An den Oberbürgermeister 
der Landeshauptstadt München 
Herrn Dieter Reiter 
Rathaus, Marienplatz 8 
80331 München 
 
 München, 24.04.2024 
 
Dringlichkeitsantrag zur Behandlung in der Vollversammlung am 24.04.2024 
Klärung der Gesundheitsgefährdung von 5.000 Teilnehmer:innen der 
Fahrraddemo am 21.04.24 durch 1 Stunden-Stopp 
 
Der Oberbürgermeister wird aufgefordert, die Klärung von Umständen 
herbeizuführen, warum die Demonstration Radsternfahrt am 21.04.24 für eine 
gesamte Stunde vor der Auffahrt auf die A95 unterbrochen wurde und damit 5.000 
Teilnehmer:innen Gesundheitsgefährdungen wie z.B. Unterkühlung bei bitterkalten 
Temperaturen und Regen und Schneefall ausgesetzt waren. 
 
Mit der Polizei, der Autobahndirektion, dem KVR und den Veranstaltungsleiter:innen 
soll unter anderem geklärt werden: 
 
Warum erfolgte keine geeignete Kommunikation? 
Warum wurde die Veranstaltung nicht abgebrochen, wenn es Gründe für diese lange 
Verzögerung gab. 
 
 
 
 
Initiative: 
  
Sonja Haider, stellv. Fraktionsvorsitzende, Stadträtin 
   "
